Project Name,Package Name,Type Name,Method Name,Code Smell
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Complex Method
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Method
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo500,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo500,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo510,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo510,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo520,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo520,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo610,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo610,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseHandle,Complex Method
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseVersion,Empty catch clause
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseVersion,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Empty catch clause
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,setDatabaseVersion,Magic Number
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,updateDatabaseVersion,Magic Number
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Complex Method
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Method
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,SharedThemeTemplate,SharedThemeTemplate,Long Parameter List
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,ThemeManagerImpl,Complex Conditional
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,importTheme,Complex Method
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,importTheme,Long Method
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,loadAllThemesFromDisk,Long Statement
java,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,unmarshall,Complex Method
java,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,elementToTemplateMetadata,Complex Method
java,org.apache.roller.weblogger.business.themes,WeblogCustomTheme,getResource,Empty catch clause
java,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,getStylesheet,Long Statement
java,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,getResource,Empty catch clause
java,org.apache.roller.weblogger.business.url,AuthURLStrategy,getActionURL,Long Parameter List
java,org.apache.roller.weblogger.business.url,FeedURLStrategy,getWeblogFeedURL,Long Parameter List
java,org.apache.roller.weblogger.business.url,SearchURLStrategy,getWeblogSearchURL,Long Parameter List
java,org.apache.roller.weblogger.business.url,WeblogURLStrategy,getWeblogCommentURL,Long Parameter List
java,org.apache.roller.weblogger.business.url,WeblogURLStrategy,getWeblogCollectionURL,Long Parameter List
java,org.apache.roller.weblogger.business.url,WeblogURLStrategy,getWeblogPageURL,Long Parameter List
java,org.apache.roller.weblogger.config,PingConfig,getQueueProcessingIntervalMins,Long Identifier
java,org.apache.roller.weblogger.config,PingConfig,getQueueProcessingIntervalMins,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,getDisablePingUsage,Long Identifier
java,org.apache.roller.weblogger.config,PingConfig,getSuspendPingProcessing,Long Identifier
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Complex Method
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Long Identifier
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Magic Number
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Magic Number
java,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Complex Method
java,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Magic Number
java,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Magic Number
java,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,Long Statement
java,org.apache.roller.weblogger.config,PingConfig,getBooleanProperty,Long Statement
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setRows,Empty catch clause
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setCols,Empty catch clause
java,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcher,fetchSubscription,Complex Method
java,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcher,fetchSubscription,Magic Number
java,org.apache.roller.weblogger.planet.tasks,SyncWebsitesTask,runTask,Long Statement
java,org.apache.roller.weblogger.planet.ui,PlanetConfig,save,Complex Conditional
java,org.apache.roller.weblogger.planet.ui,PlanetConfig,save,Complex Method
java,org.apache.roller.weblogger.pojos,AutoPing,equals,Long Statement
java,org.apache.roller.weblogger.pojos,CustomTemplateRendition,equals,Long Statement
java,org.apache.roller.weblogger.pojos,GlobalPermission,implies,Complex Method
java,org.apache.roller.weblogger.pojos,MediaFile,getThumbnailHeight,Complex Conditional
java,org.apache.roller.weblogger.pojos,MediaFile,getThumbnailWidth,Complex Conditional
java,org.apache.roller.weblogger.pojos,MediaFileComparator,compare,Missing default
java,org.apache.roller.weblogger.pojos,MediaFileDirectory,equals,Long Statement
java,org.apache.roller.weblogger.pojos,MediaFileDirectoryComparator,compare,Missing default
java,org.apache.roller.weblogger.pojos,PingQueueEntry,PingQueueEntry,Long Parameter List
java,org.apache.roller.weblogger.pojos,StatCount,StatCount,Long Parameter List
java,org.apache.roller.weblogger.pojos,User,User,Long Parameter List
java,org.apache.roller.weblogger.pojos,Weblog,Weblog,Long Parameter List
java,org.apache.roller.weblogger.pojos,Weblog,toString,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogBookmark,WeblogBookmark,Long Parameter List
java,org.apache.roller.weblogger.pojos,WeblogBookmark,calculatePriority,Magic Number
java,org.apache.roller.weblogger.pojos,WeblogBookmark,equals,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogCategory,calculatePosition,Magic Number
java,org.apache.roller.weblogger.pojos,WeblogConfig,equals,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogConfig,hashCode,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogConfig,from,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogEntry,WeblogEntry,Long Parameter List
java,org.apache.roller.weblogger.pojos,WeblogEntry,getComments,Empty catch clause
java,org.apache.roller.weblogger.pojos,WeblogEntry,getRss09xDescription,Magic Number
java,org.apache.roller.weblogger.pojos,WeblogEntry,createAnchorBase,Magic Number
java,org.apache.roller.weblogger.pojos,WeblogEntry,displayContent,Complex Conditional
java,org.apache.roller.weblogger.pojos,WeblogEntryComment,equals,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogEntryTag,WeblogEntryTag,Long Parameter List
java,org.apache.roller.weblogger.pojos,WeblogPermission,implies,Complex Method
java,org.apache.roller.weblogger.pojos,WeblogPermission,equals,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogTemplate,getOutputContentType,Long Statement
java,org.apache.roller.weblogger.pojos,WeblogTemplate,addTemplateRendition,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogCategoryWrapper,retrieveWeblogEntries,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getCategories,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getTags,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getComments,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getComments,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getStylesheet,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getWeblogCategories,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentWeblogEntries,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentWeblogEntriesByTag,Long Statement
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentComments,Long Statement
java,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Complex Method
java,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Long Statement
java,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Long Statement
java,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Conditional
java,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Conditional
java,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Method
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,doFilter,Complex Conditional
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,doFilter,Long Statement
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,isInstallUrl,Long Statement
java,org.apache.roller.weblogger.ui.core.filters,CustomOpenIDAuthenticationProcessingFilter,lookupRealm,Long Statement
java,org.apache.roller.weblogger.ui.core.filters,InitFilter,getAbsoluteUrl,Long Statement
java,org.apache.roller.weblogger.ui.core.filters,InitFilter,getAbsoluteUrl,Long Parameter List
java,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilter,doFilter,Magic Number
java,org.apache.roller.weblogger.ui.core.plugins,UIPluginManagerImpl,loadEntryEditorClasses,Long Statement
java,org.apache.roller.weblogger.ui.core.security,BasicUserAutoProvision,hasNecessaryFields,Long Statement
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Complex Conditional
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Complex Method
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Long Identifier
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Long Statement
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeAuthenticationProvider,RollerRememberMeAuthenticationProvider,Long Statement
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeServices,RollerRememberMeServices,Long Statement
java,org.apache.roller.weblogger.ui.core.security,StandardUserLoadingStrategy,loadUser,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,getContent,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,getContent,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,getContent,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,computeUrl,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Complex Conditional
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Complex Method
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,buildDayNames,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,buildDayNames,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Complex Conditional
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Complex Conditional
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Magic Number
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,computeUrl,Long Statement
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,computeTodayMonthUrl,Long Statement
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Method
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Long Parameter List
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Long Statement
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Long Statement
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,elementToParsedTab,Complex Method
java,org.apache.roller.weblogger.ui.rendering.mobile,MobileDeviceRepository,isMobileDevice,Long Statement
java,org.apache.roller.weblogger.ui.rendering.mobile,MobileDeviceRepository,isMobileDevice,Magic Number
java,org.apache.roller.weblogger.ui.rendering.mobile,MobileDeviceRepository,isMobileDevice,Magic Number
java,org.apache.roller.weblogger.ui.rendering.model,CalendarModel,init,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedModel,FeedEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedModel,FeedCommentsPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedModel,FeedFilesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedModel,FeedFilesPager,Magic Number
java,org.apache.roller.weblogger.ui.rendering.model,FeedEntriesPager,FeedEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedCommentsPager,FeedCommentsPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedFilesPager,FeedFilesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,FeedFilesPager,FeedFilesPager,Magic Number
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Complex Conditional
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Complex Conditional
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Magic Number
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,getWeblogEntriesPager,Magic Number
java,org.apache.roller.weblogger.ui.rendering.model,PreviewPageModel,init,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PreviewPageModel,getWeblogEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PreviewPageModel,getWeblogEntriesPager,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,PreviewURLModel,init,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,SearchResultsFeedModel,init,Long Statement
java,org.apache.roller.weblogger.ui.rendering.model,SearchResultsFeedModel,init,Long Statement
